name,brand,categories,prices,reviews
"
        Purina Pro Plan Veterinary Diets DRM Dermatologic Management Naturals Dry Dog Food",Purina Pro Plan Veterinary Diets,a/b,"{'6-lb bag': '36.99', '25-lb bag': '103.99'}",34 Reviews
"
        Wellness CORE RawRev Grain-Free Original Recipe with Freeze-Dried Turkey Dry Dog Food",Wellness,a/b,"{'10-lb bag': '47.98', '20-lb bag': '76.98', '4-lb bag': '19.98'}",200 Reviews
"Sport Dog Food Elite Series Herding Dog Grain-Free Buffalo & Sweet Potato Formula Dry Dog Food, 30-lb bag",Sport Dog Food,a/b,{'30-lb bag': '$80.95'},38 Reviews
"
        Solid Gold Holistique Blendz with Oatmeal, Pearled Barley & Ocean Fish Meal Sensitive Stomach Dry Dog Food",Solid Gold,a/b,"{'24-lb bag': '52.99', '15-lb bag': '34.99', '4-lb bag': '13.99'}",145 Reviews
"
        Bundle: ORIJEN Small Breed Dry Food + Ranch-Raised Beef Formula Freeze-Dried Dog Treats", ORIJEN ,a/b,$34.98,0
"
        Nutro Natural Choice Healthy Weight Adult Chicken & Brown Rice Recipe Dry Dog Food, 30-lb bag",Nutro,a/b,$54.01,219 Reviews
"
        CANIDAE PURE Petite Adult Small Breed Grain-Free with Lamb Dry Dog Food, 4-lb bag",CANIDAE,a/b,"{'4-lb bag': '19.99', '10-lb bag': '38.99'}",31 Reviews
"
        Bundle: Hill's Science Diet Small Paws Chicken & Vegetables & Beef & Vegetables Variety Pack Wet Food Trays + Small & Mini Perfect Weight Dry Dog Food", Hill's Science Diet ,a/b,$75.19,0
"
        Nutro Natural Choice Small Bites Adult Chicken & Brown Rice Recipe Dry Dog Food, 30-lb bag",Nutro,a/b,$53.98,209 Reviews
Moist & Meaty Steak Flavor Dry Dog Food,Moist & Meaty,a/b,"{'6-oz pouch, case of 36': '$17.48', '6-oz pouch, case of 12': '$6.40'}",260 Reviews
"
        Royal Canin Veterinary Diet Adult Hydrolyzed Protein Moderate Calorie Dry Dog Food",Royal Canin Veterinary Diet,a/b,"{'7.7-lb bag': '49.99', '24.2-lb bag': '114.99'}",121 Reviews
Taste of the Wild PREY Turkey Formula Limited Ingredient Recipe Dry Dog Food,Taste of the Wild,a/b,"{'25-lb bag': '$59.99', '8-lb bag': '$26.99'}",28 Reviews
"
        Bundle: Hill's Science Diet Adult Light With Chicken Meal & Barley Dry Food + Hill's Natural Baked Light Biscuits with Real Chicken Dog Treats, Medium", Hill's Science Diet ,a/b,$67.98,Read  1 Review
"
        Bundle: Blue Buffalo Basics Skin & Stomach Care Grain-Free Formula Turkey & Potato Recipe Adult Dry Dog Food + Canned Food", Blue Buffalo ,a/b,$89.62,0
Diamond Care RX Renal Formula Adult Dry Dog Food,Diamond,a/b,"{'25-lb bag': '$52.99', '8-lb bag': '$19.99'}",32 Reviews
"
        Go! Solutions Skin + Coat Care Salmon Recipe Dry Dog Food",Go!,a/b,"{'3.5-lb bag': '14.99', '12-lb bag': '37.99', '25-lb bag': '64.50'}",75 Reviews
"
        Wellness CORE Grain-Free Lamb Recipe Dry Dog Food",Wellness,a/b,"{'4-lb bag': '20.99', '22-lb bag': '72.98', '12-lb bag': '44.98'}",31 Reviews
"
        Stella & Chewy's Wild Red Raw Blend Kibble Grain-Free Prairie Recipe Dry Dog Food",Stella & Chewy's,a/b,"{'3.5-lb bag': '16.94', '21-lb bag': '51.09'}",7 Reviews
Now Fresh Grain-Free Large Breed Adult Recipe Dry Dog Food,Now Fresh,a/b,"{'25-lb bag': '$98.99', '6-lb bag': '$28.99', '12-lb bag (Original)': '$48.99', '12-lb bag': '$59.99', '25-lb bag (Original)': '$82.99'}",70 Reviews
"
        Bundle: Natural Balance L.I.D. Limited Ingredient Diets Duck & Potato Formula Canned Dog Food + Duck & Potato Formula Dry Food", Natural Balance ,a/b,$94.43,0
Royal Canin Veterinary Diet Adult Renal Support A Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'17.6-lb bag': '$78.99', '6-lb bag (Original)': '$33.41', '6-lb bag': '$33.99', '16.5-lb bag (Original)': '$65.59'}",240 Reviews
"
        Bundle: Merrick Classic Healthy Grains Small Breed Recipe Adult Dry Food + Lil'Plates Mini Medley Wet Dog Food", Merrick ,a/b,$46.86,2 Reviews
"Blue Buffalo Life Protection Formula Small Breed Healthy Weight Adult Chicken & Brown Rice Recipe Dry Dog Food, 5-lb bag",Blue Buffalo,a/b,"{'5-lb bag': '$15.99', '6-lb bag (Original)': '$19.26', '15-lb bag (Original)': '$26.74', '6-lb bag': '$18.99', '15-lb bag': '$35.98'}",297 Reviews
Addiction Grain-Free Viva La Venison Dry Dog Food,Addiction,a/b,"{'20-lb bag': '$89.99', '4-lb bag': '$23.99', '33-lb bag': '$131.99'}",27 Reviews
"
        Blue Buffalo Natural Veterinary Diet GI Gastrointestinal Support Low Fat Dry Dog Food",Blue Buffalo Natural Veterinary Diet,a/b,"{'6-lb bag': '33.98', '22-lb bag': '81.98'}",27 Reviews
Brothers Complete Goat Meal & Egg Formula Advanced Allergy Care Healthy Weight Control Grain-Free Dry Dog Food,Brothers Complete,a/b,"{'25-lb bag': '$98.39', '5-lb bag': '$25.79'}",31 Reviews
Blue Seal EnTrust Adult Lamb Meal & Rice Recipe Dry Dog Food,Blue Seal,a/b,"{'20-lb bag': '$33.32', '6-lb bag': '$13.52', '40-lb bag': '$54.92'}",2 Reviews
"
        Bundle: VICTOR Realtree MAX-5 PRO Dry Food + Crunchy Treats Chicken Meal Dog Treats", VICTOR ,a/b,$72.71,Read  1 Review
"
        Zignature Turkey Limited Ingredient Formula Grain-Free Dry Dog Food",Zignature,a/b,"{'4-lb bag': '14.24', '25-lb bag': '62.99', '12.5-lb bag': '36.24'}",645 Reviews
"
        Hill's Prescription Diet t/d Dental Care Small Bites Chicken Flavor Dry Dog Food, 5-lb bag",Hill's Prescription Diet,a/b,$31.99,300 Reviews
"
        ORIJEN Six Fish Grain-Free Dry Dog Food",ORIJEN,a/b,"{'25-lb bag': '112.99', '13-lb bag': '63.99', '4.5-lb bag': '29.99'}",814 Reviews
"Forza10 Nutraceutic Active Line Weight Control Diet Dry Dog Food, 8-lb bag",Forza10,a/b,{'8-lb bag': '$29.99'},5 Reviews
"
        Bundle: Blue Buffalo Wilderness Large Breed Chicken Recipe Grain-Free Dry Dog Food + Beef & Chicken Grill Grain-Free Canned Food", Blue Buffalo ,a/b,$87.63,0
Now Fresh Grain-Free Adult Recipe Dry Dog Food,Now Fresh,a/b,"{'22-lb bag': '$80.40', '3.5-lb bag': '$20.99', '6-lb bag': '$27.99', '12-lb bag (Original)': '$52.75', '12-lb bag': '$56.99', '25-lb bag': '$79.79', '': '$5.72'}",155 Reviews
Pro Pac Ultimates Heartland Choice Chicken & Potato Grain-Free Dry Dog Food,Pro Pac,a/b,"{'28-lb bag (new)': '$42.99', '5-lb bag': '$15.25', '28-lb bag': '$45.24', '5-lb bag (new)': '$14.49'}",43 Reviews
"
        Instinct Limited Ingredient Diet Grain-Free Recipe with Real Lamb Freeze-Dried Raw Coated Dry Dog Food",Instinct,a/b,"{'20-lb bag': '79.99', '4-lb bag': '27.99'}",228 Reviews
"
        The Honest Kitchen Grain-Free Chicken Whole Food Clusters Dry Dog Food",The Honest Kitchen,a/b,"{'20-lb bag': '83.33', '1-lb bag': '6.99', '5-lb bag': '27.99'}",179 Reviews
"
        ACANA Light & Fit Recipe Grain-Free Adult Dry Dog Food",ACANA,a/b,"{'13-lb bag': '42.99', '4.5-lb bag': '19.99', '25-lb bag': '69.99'}",13 Reviews
"
        Eukanuba Adult Small Bites Dry Dog Food",Eukanuba,a/b,"{'16-lb bag': '39.49', '33-lb bag': '61.49', '4.5-lb bag': '15.19'}",196 Reviews
Royal Canin Veterinary Diet Adult Gastrointestinal High Fiber Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'17.6-lb bag': '$81.99', '8.8-lb bag': '$52.99'}",321 Reviews
"
        Purina Pro Plan Veterinary Diets DH Dental Health Dry Dog Food, 18-lb bag",Purina Pro Plan Veterinary Diets,a/b,$65.99,18 Reviews
Blackwood Lamb Meal & Brown Rice Recipe Sensitive Skin & Stomach Formula Dry Dog Food,Blackwood,a/b,"{'30-lb bag': '$70.99', '5-lb bag': '$14.85', '15-lb bag': '$38.99'}",55 Reviews
"
        Rachael Ray Nutrish Dish Natural Chicken & Brown Rice Recipe with Veggies & Fruit Dry Dog Food",Rachael Ray Nutrish,a/b,"{'11.5-lb bag': '25.96', '3.75-lb bag': '13.49', '23-lb bag': '47.78'}",330 Reviews
Natural Balance Limited Ingredient Grain-Free Salmon & Sweet Potato Small Breed Bites Recipe Dry Dog Food,Natural Balance,a/b,"{'4-lb bag': '$18.88', '4.5-lb bag': '$19.99', '5-lb bag': '$14.90', '12-lb bag (Original)': '$41.99', '12-lb bag': '$41.98', '12.5-lb bag': '$38.72', '26-lb bag': '$59.97'}",239 Reviews
Royal Canin Veterinary Diet Adult Urinary SO Moderate Calorie Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'17.6-lb bag': '$78.99', '7.7-lb bag': '$49.99', '32-lb bag': None}",576 Reviews
"
        American Journey Lamb & Sweet Potato Recipe Grain-Free Dry Dog Food",American Journey,a/b,"{'4-lb bag': '16.99', '12-lb bag': '34.99', '24-lb bag': '49.99'}",1087 Reviews
"
        Bundle: Blue Buffalo Wilderness Salmon & Chicken Grill Canned Food + Salmon Recipe Dry Dog Food", Blue Buffalo ,a/b,$89.98,Read  1 Review
Atta Boy Grilled Chicken & Rice Flavor Dry Dog Food,Atta Boy,a/b,"{'50-lb bag': '$30.84', '16.5-lb bag': '$16.97', '32-lb bag': '$31.26'}",8 Reviews
"Eagle Pack Original Adult Lamb Meal & Brown Rice Formula Dry Dog Food, 30-lb bag",Eagle Pack,a/b,"{'30-lb bag': '$43.57', '6-lb bag': '$13.75', '15-lb bag': '$29.35', '50-lb Breeder': '$68.81'}",122 Reviews
"
        Bundle: Zignature Turkey Limited Ingredient Formula Grain-Free Dry Food + Turkey Formula Ziggy Bars Biscuit Dog Treats", Zignature ,a/b,$71.98,0
"
        Diamond Naturals Extreme Athlete Formula Dry Dog Food, 40-lb bag",Diamond,a/b,$50.99,196 Reviews
"
        Instinct Raw Boost Healthy Weight Grain-Free Chicken & Freeze-Dried Raw Pieces Recipe Dry Dog Food",Instinct,a/b,"{'4-lb bag': '29.99', '20-lb bag': '73.50'}",137 Reviews
"
        Hill's Prescription Diet Gastrointestinal Biome Chicken Flavor Dry Dog Food",Hill's Prescription Diet,a/b,"{'27.5-lb bag': '113.99', '8-lb bag': '48.99', '16-lb bag': '78.99'}",394 Reviews
"
        Bundle: Wellness Large Breed Complete Health Adult Deboned Chicken & Brown Rice Recipe Dry Dog Food + Chicken Stew with Peas & Carrots Grain-Free Canned Food", Wellness ,a/b,$102.54,0
Royal Canin Veterinary Diet Adult Dental Medium & Large Breed Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'17.6-lb bag': '$68.99', '33-lb bag': '$117.09', '7.7-lb bag': '$40.99'}",66 Reviews
"
        Bundle: Natural Balance L.I.D. Limited Ingredient Diets Grain-Free Duck & Potato Formula Dry Food + L.I.T. Limited Ingredient Grain-Free Treats Potato & Duck Formula Dog Treats", Natural Balance ,a/b,$71.43,0
Purina Pro Plan Veterinary Diets HA Hydrolyzed Vegetarian Dry Dog Food,Purina Pro Plan Veterinary Diets,a/b,"{'25-lb bag': '$103.99', '6-lb bag': '$41.99', '16.5-lb bag': '$80.99', '32-lb bag': '$117.90'}",436 Reviews
"Triumph Wild Spirit Limited Ingredient Lamb & Brown Rice Recipe Dry Dog Food, 26-lb bag",Triumph,a/b,"{'26-lb bag': '$45.66', '3-lb bag': '$9.99'}",28 Reviews
Castor & Pollux Pristine Grain-Free Free-Range Chicken & Sweet Potato Recipe with Raw Bites Dry Dog Food,Castor & Pollux,a/b,"{'18-lb bag': '$78.28', '4-lb bag': '$21.88', '10-lb bag': '$49.99'}",10 Reviews
CANIDAE All Life Stages Lamb Meal & Rice Formula Dry Dog Food,CANIDAE,a/b,"{'30-lb bag': '$62.99', '5-lb bag': '$15.99', '15-lb bag': '$39.99', '35-lb bag': '$53.90'}",249 Reviews
Royal Canin Veterinary Diet Adult Advanced Mobility Support Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'26.4-lb bag': '$94.99', '8.8-lb bag': '$39.99'}",4 Reviews
"Boss Dog Complete & Balanced High Protein Fish & Ancient Grain Recipe Dry Dog Food, 24-lb bag",Boss Dog,a/b,"{'24-lb bag': '$69.99', '4-lb bag': '$15.99'}",Write the First Review
Ultimates Chicken Meal & Brown Rice Large Breed Adult Dry Dog Food,Ultimates,a/b,"{'28-lb bag': '$42.08', '5-lb bag': '$12.99', '28-lb bag (Original)': '$34.99'}",53 Reviews
Adirondack Lamb & Brown Rice Recipe Dog Food,Adirondack,a/b,"{'25-lb bag': '$56.99', '4-lb bag': '$11.99'}",Write the First Review
"
        Bundle: American Journey Savory Toppers Beef Recipe in Gravy Grain-Free Dog Food Topper + Beef & Sweet Potato Recipe Grain-Free Dry Food", American Journey ,a/b,$77.96,0
"
        Royal Canin Veterinary Diet Adult Selected Protein PW Moderate Calorie Dry Dog Food",Royal Canin Veterinary Diet,a/b,"{'7.7-lb bag': '53.99', '24.2-lb bag': '119.99'}",120 Reviews
"
        Bundle: Zignature Duck Limited Ingredient Formula Dry Food + Duck Formula Ziggy Bars Biscuit Dog Treats", Zignature ,a/b,$92.98,0
"
        Hill's Prescription Diet t/d Dental Care Chicken Flavor Dry Dog Food",Hill's Prescription Diet,a/b,"{'5-lb bag': '31.99', '25-lb bag': '97.99'}",332 Reviews
"
        Hill's Science Diet Adult Oral Care Dry Dog Food",Hill's Science Diet,a/b,"{'4-lb bag': '20.53', '28.5-lb bag': '68.99'}",416 Reviews
"
        Bundle: Hill's Science Diet Adult Perfect Weight Chicken Recipe Dry Food, 4-lb bag + Hearty Vegetable & Chicken Stew Canned Dog Food", Hill's Science Diet ,a/b,$56.13,2 Reviews
"
        Bundle: Blue Buffalo Basics Skin & Stomach Care Grain-Free Formula Lamb & Potato Recipe Large Breed + Small Breed Adult Dry Dog Food", Blue Buffalo ,a/b,$101.62,0
"
        Bundle: Taste of the Wild Wetlands Grain-Free Dry Food + American Journey Chicken & Turkey Recipe Grain-Free Canned Dog Food", Taste of the Wild ,a/b,$81.98,3 Reviews
"
        Bundle: True Acre Foods Grain-Free Chicken & Vegetable Dry Dog Food + All-Natural Dental Chew Sticks, Peanut Butter Flavor", True Acre Foods ,a/b,$70.49,0
"Royal Canin Veterinary Diet Adult Dental Small Breed Dry Dog Food, 8.8-lb bag",Royal Canin Veterinary Diet,a/b,"{'8.8-lb bag': '$42.99', '19.8-lb bag': '$97.09'}",97 Reviews
"
        Castor & Pollux ORGANIX Organic Chicken & Oatmeal Recipe Dry Dog Food",Castor & Pollux,a/b,"{'4-lb bag': '21.88', '18-lb bag': '78.32', '10-lb bag': '52.08'}",114 Reviews
ACANA Appalachian Ranch Grain-Free Dry Dog Food,ACANA,a/b,"{'25-lb bag': '$92.99', '4.5-lb bag': '$24.99', '5-lb bag (Original)': '$22.99', '5.5-lb bag': '$21.78', '13-lb bag': '$56.99', '15-lb bag (Original)': '$49.99', '15.4-lb bag': '$47.02', '28.6-lb bag (Original)': '$86.99', '29.7-lb bag': '$84.87'}",251 Reviews
Freely Salmon Recipe Grain-Free Dry Dog Food,Freely,a/b,"{'21-lb bag': '$69.99', '4-lb bag': '$19.99'}",2 Reviews
"
        Blue Buffalo Life Protection Formula Small Breed Adult Lamb & Brown Rice Recipe Dry Dog Food",Blue Buffalo,a/b,"{'5-lb bag': '15.82', '15-lb bag': '39.99'}",207 Reviews
"
        Go! Solutions Carnivore Grain-Free Chicken, Turkey + Duck Adult Recipe Dry Dog Food",Go!,a/b,"{'22-lb bag': '69.99', '12-lb bag': '45.99', '3.5-lb bag': '16.99'}",51 Reviews
"
        Hill's Prescription Diet u/d Urinary Care Original Flavor Dry Dog Food",Hill's Prescription Diet,a/b,"{'27.5-lb bag': '109.99', '8.5-lb bag': '44.99'}",148 Reviews
"
        Bundle: Merrick Real Chicken + Sweet Potato Recipe Dry Food + Favorites Wet Dog Food Variety Pack", Merrick ,a/b,$108.17,0
"
        Hill's Science Diet Adult Light Small Bites With Chicken Meal & Barley Dry Dog Food",Hill's Science Diet,a/b,"{'15-lb bag': '38.99', '30-lb bag': '61.99', '5-lb bag': '16.99'}",377 Reviews
"
        American Journey Limited Ingredient Lamb & Sweet Potato Recipe Grain-Free Dry Dog Food",American Journey,a/b,"{'24-lb bag': '49.99', '12-lb bag': '39.99'}",465 Reviews
"
        Nutro Ultra Adult Weight Management Chicken, Lamb & Salmon Recipe Dry Dog Food",Nutro,a/b,"{'30-lb bag': '60.52', '15-lb bag': '34.98'}",342 Reviews
Royal Canin Veterinary Diet Adult Gastrointestinal Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'22-lb bag': '$84.99', '8.8-lb bag': '$47.99'}",234 Reviews
"
        Annamaet Ultra 32% Dry Dog Food",Annamaet,a/b,"{'40-lb bag': '116.54', '25-lb bag': '78.99', '12-lb bag': '39.99'}",58 Reviews
"
        Stella & Chewy's Wild Red Raw Blend Kibble Wholesome Grains Red Meat Recipe Dry Dog Food",Stella & Chewy's,a/b,"{'3.5-lb bag': '18.19', '21-lb bag': '61.59'}",19 Reviews
CANIDAE Grain-Free PURE Limited Ingredient Duck & Sweet Potato Recipe Dry Dog Food,CANIDAE,a/b,"{'24-lb bag': '$74.99', '30-lb bag': '$52.75', '15-lb bag': '$36.69', '5-lb bag': '$16.05', '4-lb bag': '$19.99', '12-lb bag': '$42.99'}",206 Reviews
Purina Pro Plan Sport Performance 30/20 Beef & Bison Formula Dry Dog Food,Purina Pro Plan,a/b,"{'6-lb bag': '$21.99', '33-lb bag': '$66.48'}",8 Reviews
Purina Beneful Simple Goodness With Farm-Raised Beef Dry Dog Food,Purina Beneful,a/b,"{'9.4-lb, 32 count': '$18.67', '3.53-lb, 12 count': '$11.23'}",173 Reviews
"
        Annamaet Original Extra Dry Dog Food",Annamaet,a/b,"{'12-lb bag': '32.99', '40-lb bag': '91.99', '25-lb bag': '62.99', '5-lb bag': '17.99'}",78 Reviews
"
        Royal Canin Veterinary Diet Adult Selected Protein PD Dry Dog Food",Royal Canin Veterinary Diet,a/b,"{'25-lb bag': '119.99', '17.6-lb bag': '97.99', '7.7-lb bag': '49.99'}",167 Reviews
Farmina N&D Ancestral Grain Lamb & Blueberry Medium & Maxi Adult Dry Dog Food,Farmina,a/b,"{'26.4-lb bag': '$79.95', '5.5-lb bag (original)': '$23.15', '5.5-lb bag': '$24.95', '26.4-lb bag (original)': '$78.59'}",187 Reviews
"
        Natural Balance Limited Ingredient Reserve Duck & Brown Rice Recipe Dry Dog Food",Natural Balance,a/b,"{'4-lb bag': '17.88', '12-lb bag': '34.98', '26-lb bag': '54.98'}",105 Reviews
"
        Bundle: Blue Buffalo Basics Skin & Stomach Care Salmon & Potato Recipe Adult Dry Food + Biscuits Salmon & Potato Dog Treats", Blue Buffalo ,a/b,$68.46,Read  1 Review
"
        Bundle: Merrick Real Texas Beef + Sweet Potato Recipe Dry Food + Wet Dog Food Cowboy Cookout", Merrick ,a/b,$100.90,Read  1 Review
"
        Earthborn Holistic Coastal Catch Grain-Free Natural Dry Dog Food",Earthborn Holistic,a/b,"{'12.5-lb bag': '38.93', '4-lb bag': '18.93', '25-lb bag': '63.14'}",475 Reviews
"
        Wellness CORE Wholesome Grains Ocean Recipe High Protein Dry Dog Food",Wellness,a/b,"{'4-lb bag': '19.98', '22-lb bag': '72.98'}",13 Reviews
Hill's Prescription Diet k/d Kidney Care with Chicken Dry Dog Food,Hill's Prescription Diet,a/b,"{'27.5-lb bag': '$109.99', '8.5-lb bag': '$45.99', '17.6-lb bag': '$78.99', '35-lb bag (Original)': '$99.73'}",734 Reviews
CANIDAE Grain-Free PURE Healthy Weight Limited Ingredient Chicken & Pea Recipe Dry Dog Food,CANIDAE,a/b,"{'24-lb bag': '$65.37', '4-lb bag': '$12.61', '12-lb bag': '$45.87'}",96 Reviews
"
        Zignature Limited Ingredient Formula Grain-Free Trout & Salmon Meal Dry Dog Food",Zignature,a/b,"{'25-lb bag': '72.99', '12.5-lb bag': '41.24', '4-lb bag': '16.24'}",508 Reviews
Brothers Complete Chicken Meal & Egg Formula Grain-Free Dry Dog Food,Brothers Complete,a/b,"{'25-lb bag': '$93.19', '5-lb bag': '$24.79', '10-lb bag': '$49.88'}",35 Reviews
Holistic Select Adult Health Grain-Free Rabbit & Lamb Meal Dry Dog Food,Holistic Select,a/b,"{'24-lb bag': '$77.99', '4-lb bag': '$17.49', '12-lb bag': '$46.99'}",26 Reviews
"Forza10 Nutraceutic Active Kidney Renal Support Diet Dry Dog Food, 8.8-lb bag",Forza10,a/b,{'8.8-lb bag': '$44.99'},15 Reviews
"
        Bundle: Blue Buffalo Life Protection Formula Adult Lamb & Brown Rice Recipe Dry Food + American Journey Beef & Chicken Recipe Grain-Free Canned Dog Food", Blue Buffalo ,a/b,$85.98,Read  1 Review
FirstMate Limited Ingredient Diet Grain-Free Australian Lamb Meal Formula Dry Dog Food,FirstMate,a/b,"{'28.6-lb bag': '$84.79', '5-lb bag': '$25.43', '14.5-lb bag': '$48.75'}",39 Reviews
"
        Bundle: Merrick Backcountry Raw Infused Grain Free Dry Food Great Plains Red Recipe + Fresh Kisses Double-Brush Mint Breath Strip Infused Medium Dental Dog Treats", Merrick ,a/b,$103.91,Read  1 Review
"Purina Pro Plan Sport Performance 30/20 Turkey, Duck & Quail Formula Dry Dog Food",Purina Pro Plan,a/b,"{'33-lb bag': '$60.10', '6-lb bag': '$20.48'}",5 Reviews
Earthborn Holistic Unrefined Smoked Turkey with Ancient Grains & Superfoods Dry Dog Food,Earthborn Holistic,a/b,"{'25-lb bag': '$69.45', '4-lb bag': '$18.93', '12.5-lb bag': '$39.98'}",57 Reviews
"
        Wellness Grain-Free Complete Health Adult Deboned Chicken & Chicken Meal Recipe Dry Dog Food",Wellness,a/b,"{'24-lb bag': '64.98', '4-lb bag': '19.98', '12-lb bag': '37.69'}",94 Reviews
"
        ACANA Free-Run Poultry Recipe + Wholesome Grains Gluten-Free Dry Dog Food",ACANA,a/b,"{'22.5-lb bag': '64.99', '4-lb bag': '18.99'}",18 Reviews
"
        Bundle: VetriScience GlycoFlex Stage III Chicken Flavored Soft Chews Joint Supplement for Dogs + Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry Food", VetriScience ,a/b,$100.98,0
Perfectus Rich Red Meat & Ancient Grain Recipe Dry Dog Food,Perfectus,a/b,"{'25-lb bag': '$66.20', '8-lb bag': '$28.18'}",9 Reviews
"
        Chicken Soup for the Soul Large Breed Chicken, Turkey & Brown Rice Recipe Dry Dog Food",Chicken Soup for the Soul,a/b,"{'28-lb bag': '42.01', '13.5-lb bag': '28.04', '40-lb bag': '67.99'}",145 Reviews
"
        Hill's Prescription Diet z/d Skin/Food Sensitivities Original Flavor Dry Dog Food",Hill's Prescription Diet,a/b,"{'25-lb bag': '110.99', '17.6-lb bag': '87.99', '8-lb bag': '49.99'}",848 Reviews
"
        Bundle: Hill's Science Diet Adult Small Bites Chicken & Barley Recipe Dry Food + Chicken & Barley Entree Canned Dog Food", Hill's Science Diet ,a/b,$68.87,Read  1 Review
Purina Pro Plan Sport Performance 30/20 Salmon & Cod Formula Dry Dog Food,Purina Pro Plan,a/b,"{'33-lb bag': '$66.48', '6-lb bag': '$20.48'}",4 Reviews
"
        Nutro Limited Ingredient Diet Sensitive Support with Real Lamb & Sweet Potato Grain-Free Adult Dry Dog Food",Nutro,a/b,"{'22-lb bag': '65.98', '4-lb bag': '18.98'}",84 Reviews
